Day,Hour,Weekend,Weather,Temperature,Humidity,Cloudiness,Event,Holiday,Festival,Season,Offer,Footfall,CrowdDensity,Ratings,Cuisine,Traffic,Parking,ParkingDistance_m,NearbyAttractions,AirQuality_AQI,User_Max_Crowd,User_Noise_Tolerance,User_Preferred_Temp,User_Preferred_Humidity,User_Accessibility,User_Seating,Comfort
Sunday,12,1,Normal,20.2,34.0,Partly Cloudy,0,0,0,Summer,0,29,Medium,4.5,Chinese,High,Available,183.1,None,162,16,High,26.3,39.7,No,Indoor,Noisy
Sunday,16,1,Cloudy,32.5,35.9,Partly Cloudy,0,0,0,Summer,0,36,Medium,3.5,Cafe,Medium,Limited,127.9,Office,139,15,Medium,25.0,54.7,Yes,Indoor,Moderate
Tuesday,9,0,Normal,34.7,73.5,Sunny,0,0,0,Winter,0,26,Medium,3.9,Italian,Medium,Available,194.2,Mall,103,33,High,29.1,58.2,Yes,Indoor,Moderate
Saturday,15,1,Cloudy,22.0,59.2,Overcast,1,0,0,Summer,0,44,High,3.8,FastFood,Low,Limited,155.6,Office,145,42,High,24.4,55.1,No,Window,Noisy
Wednesday,13,0,Overcast,32.4,49.9,Partly Cloudy,0,0,0,Monsoon,0,27,Medium,4.8,FastFood,Low,Limited,198.5,Office,181,26,Low,23.5,51.8,No,Window,Moderate
Tuesday,18,0,Normal,25.6,37.7,Partly Cloudy,1,0,0,Summer,1,44,High,4.1,Italian,Medium,Limited,40.8,School,141,44,High,28.6,69.0,Yes,Indoor,Noisy
Sunday,19,1,Normal,29.5,69.3,Partly Cloudy,0,0,0,Winter,0,42,High,4.3,Italian,Medium,Limited,75.0,School,97,43,Low,23.3,69.1,No,Booth,Noisy
Tuesday,18,0,Cloudy,29.7,36.0,Sunny,0,0,1,Winter,0,45,High,4.0,Italian,Medium,Available,109.2,School,110,50,High,27.4,63.7,Yes,Booth,Noisy
Tuesday,12,0,Overcast,28.7,67.2,Overcast,0,0,0,Winter,1,27,Medium,4.5,Cafe,Medium,Available,141.0,Mall,186,34,Low,23.1,47.2,No,Outdoor,Moderate
Monday,17,0,Cloudy,23.9,84.0,Sunny,0,0,1,Monsoon,0,42,High,4.1,Italian,Medium,Available,46.9,Park,150,13,High,28.9,44.7,No,Indoor,Overloaded
Monday,14,0,Cloudy,32.2,49.1,Cloudy,0,0,0,Monsoon,1,31,Medium,4.7,Italian,Medium,Limited,198.3,Cinema,65,10,Medium,23.6,68.2,Yes,Window,Moderate
Tuesday,21,0,Normal,20.3,57.0,Partly Cloudy,0,0,0,Monsoon,1,43,High,4.1,Chinese,High,Available,153.9,Cinema,60,58,Medium,25.7,48.0,Yes,Outdoor,Overloaded
Thursday,18,0,Rainy,21.0,67.0,Cloudy,0,0,0,Summer,1,42,High,3.9,SouthIndian,Low,Available,76.8,Office,101,44,High,23.5,39.9,Yes,Indoor,Overloaded
Friday,13,0,Normal,33.5,48.3,Overcast,1,1,0,Summer,0,41,High,3.6,Cafe,Medium,Full,74.6,Park,54,10,High,25.3,56.0,No,Window,Overloaded
Sunday,9,1,Overcast,26.7,65.1,Partly Cloudy,0,0,0,Winter,0,33,Medium,4.2,Bakery,Low,Limited,84.0,Cinema,121,16,Medium,27.2,64.4,No,Indoor,Moderate
Sunday,18,1,Normal,21.9,63.9,Cloudy,0,0,0,Winter,1,37,Medium,3.8,Italian,Medium,Available,153.8,Mall,127,40,Low,22.1,62.8,Yes,Outdoor,Comfortable
Monday,11,0,Overcast,33.6,51.9,Cloudy,0,0,1,Monsoon,0,33,Medium,4.5,FastFood,Low,Available,29.7,Park,110,47,Low,23.9,39.6,No,Window,Moderate
Thursday,15,0,Rainy,32.4,49.0,Cloudy,0,0,0,Monsoon,0,35,Medium,3.6,FastFood,Low,Limited,107.4,None,149,43,Low,25.6,49.5,Yes,Indoor,Moderate
Thursday,8,0,Normal,25.0,55.7,Partly Cloudy,0,1,0,Summer,0,22,Medium,4.2,Italian,High,Available,164.2,Park,70,35,Medium,26.6,37.4,No,Indoor,Noisy
Saturday,17,1,Cloudy,20.6,30.3,Partly Cloudy,0,0,0,Summer,0,41,High,3.8,Chinese,Low,Available,50.3,Park,196,40,Medium,26.0,43.9,Yes,Outdoor,Noisy
Friday,22,0,Cloudy,26.9,44.8,Partly Cloudy,0,0,0,Summer,1,40,High,4.8,SouthIndian,Medium,Available,46.1,Cinema,196,55,Medium,27.5,65.1,Yes,Booth,Noisy
Tuesday,16,0,Normal,22.5,43.3,Partly Cloudy,1,0,0,Monsoon,1,33,Medium,4.3,Chinese,Medium,Full,131.1,None,132,41,Medium,28.4,34.1,No,Window,Noisy
Saturday,13,1,Normal,28.6,74.4,Sunny,0,1,0,Winter,0,35,Medium,4.7,Cafe,Low,Limited,157.0,Office,78,45,Low,25.2,41.6,Yes,Outdoor,Moderate
Saturday,22,1,Normal,32.3,56.2,Cloudy,0,0,0,Monsoon,0,46,High,3.7,Bakery,Low,Available,152.1,Cinema,167,18,Medium,28.6,45.7,No,Booth,Noisy
Thursday,17,0,Normal,25.9,80.4,Sunny,0,0,1,Winter,0,39,Medium,5.0,Cafe,High,Limited,22.7,Office,67,22,Medium,28.6,57.2,Yes,Outdoor,Overloaded
Thursday,11,0,Normal,20.4,38.1,Overcast,0,0,0,Winter,1,28,Medium,4.4,Chinese,Low,Limited,198.7,Cinema,138,15,Low,22.3,31.7,No,Indoor,Moderate
Thursday,18,0,Normal,30.2,74.0,Cloudy,0,0,0,Monsoon,0,34,Medium,3.7,Italian,Medium,Limited,53.1,School,91,21,Low,28.3,35.4,No,Booth,Moderate
Tuesday,9,0,Normal,22.6,82.7,Partly Cloudy,1,0,0,Winter,0,29,Medium,4.3,Chinese,Low,Available,134.8,School,103,46,Low,29.9,50.3,No,Window,Noisy
Tuesday,18,0,Hot,23.2,57.8,Partly Cloudy,0,0,0,Summer,1,30,Medium,4.9,SouthIndian,Medium,Full,183.4,None,196,48,High,27.2,39.6,No,Booth,Noisy
Saturday,21,1,Hot,22.8,51.5,Partly Cloudy,0,0,0,Summer,0,43,High,3.5,Italian,Medium,Available,103.9,Mall,73,32,Medium,27.7,49.4,Yes,Window,Noisy
Saturday,15,1,Rainy,24.2,48.3,Sunny,1,0,0,Summer,0,45,High,4.1,Italian,High,Available,156.5,Mall,55,38,Low,29.2,48.3,No,Outdoor,Overloaded
Monday,22,0,Hot,33.3,63.1,Partly Cloudy,1,0,0,Winter,0,41,High,4.7,FastFood,Medium,Available,83.6,Office,88,60,Low,26.6,64.2,Yes,Outdoor,Noisy
Sunday,19,1,Normal,20.5,40.5,Cloudy,0,0,0,Winter,0,43,High,4.0,FastFood,Medium,Full,132.1,School,197,10,Medium,24.2,51.8,No,Window,Overloaded
Sunday,12,1,Cloudy,29.3,66.4,Cloudy,0,1,0,Winter,0,34,Medium,4.0,SouthIndian,Low,Limited,47.8,Cinema,92,27,Low,28.0,46.9,No,Indoor,Moderate
Sunday,18,1,Cloudy,23.7,80.5,Overcast,0,0,0,Monsoon,0,40,High,4.6,Bakery,Medium,Available,18.0,Mall,200,38,Medium,29.7,60.6,No,Window,Overloaded
Monday,14,0,Hot,24.4,81.5,Cloudy,0,0,0,Winter,1,30,Medium,3.6,Chinese,High,Available,96.1,Cinema,139,18,Medium,23.2,45.1,Yes,Outdoor,Overloaded
Sunday,9,1,Rainy,26.2,38.4,Partly Cloudy,0,0,0,Monsoon,0,33,Medium,3.6,FastFood,High,Limited,10.7,Park,56,55,Medium,28.4,30.2,No,Indoor,Noisy
Thursday,10,0,Normal,28.3,62.3,Cloudy,0,0,0,Winter,1,22,Medium,3.8,FastFood,Low,Limited,77.5,Office,73,36,Low,22.7,66.6,No,Outdoor,Moderate
Tuesday,8,0,Rainy,20.9,45.8,Cloudy,0,0,0,Summer,0,28,Medium,4.3,SouthIndian,Low,Available,197.7,School,127,60,Medium,27.3,41.8,No,Outdoor,Moderate
Tuesday,8,0,Normal,24.2,83.2,Sunny,0,0,0,Summer,0,15,Low,5.0,Chinese,Medium,Full,187.4,School,100,26,Low,25.9,50.8,No,Window,Noisy
Sunday,12,1,Normal,22.1,34.6,Cloudy,0,1,0,Monsoon,0,40,High,4.8,FastFood,Medium,Full,133.3,Office,172,20,Medium,29.1,45.1,No,Outdoor,Overloaded
Saturday,15,1,Normal,23.0,34.5,Overcast,0,0,0,Winter,0,35,Medium,4.1,Bakery,Low,Available,89.0,Park,120,50,Low,22.5,40.2,No,Indoor,Moderate
Friday,9,0,Normal,33.3,31.1,Cloudy,0,0,0,Summer,0,23,Medium,4.6,FastFood,Medium,Available,169.1,None,180,37,Medium,24.1,32.7,Yes,Booth,Moderate
Thursday,9,0,Normal,27.9,60.4,Sunny,0,0,1,Summer,0,31,Medium,3.9,Bakery,High,Limited,194.2,Cinema,99,14,High,29.9,58.2,No,Booth,Noisy
Monday,11,0,Normal,29.5,31.9,Sunny,0,0,0,Summer,1,29,Medium,3.7,Cafe,High,Limited,173.8,None,64,19,Medium,24.4,46.5,Yes,Booth,Noisy
Friday,22,0,Hot,32.0,64.9,Cloudy,0,0,0,Monsoon,0,39,Medium,4.1,Cafe,Low,Limited,26.2,Cinema,100,56,Low,28.7,31.4,Yes,Indoor,Moderate
Tuesday,16,0,Overcast,31.9,54.3,Cloudy,0,0,0,Monsoon,0,41,High,4.1,FastFood,Medium,Available,170.2,Office,51,17,High,22.5,34.2,Yes,Window,Noisy
Sunday,10,1,Normal,34.8,65.4,Sunny,0,0,0,Summer,0,27,Medium,4.3,Italian,Medium,Full,123.0,Park,197,20,Low,23.8,70.0,No,Booth,Noisy
Monday,14,0,Hot,31.7,84.4,Partly Cloudy,0,1,0,Summer,0,39,Medium,3.9,SouthIndian,Low,Limited,116.7,Mall,156,13,High,28.4,48.5,Yes,Outdoor,Noisy
Thursday,15,0,Normal,25.4,63.1,Cloudy,1,0,0,Winter,0,30,Medium,3.5,SouthIndian,Low,Limited,32.1,Office,170,23,Low,28.7,68.0,Yes,Indoor,Moderate
Tuesday,13,0,Rainy,28.2,62.6,Sunny,0,0,0,Monsoon,1,32,Medium,4.8,FastFood,Medium,Available,35.8,Office,71,43,High,29.6,55.4,No,Window,Moderate
Sunday,18,1,Rainy,27.3,89.9,Cloudy,0,0,0,Monsoon,1,49,High,4.6,Chinese,Medium,Limited,103.9,None,103,26,High,23.3,38.2,Yes,Booth,Overloaded
Thursday,19,0,Normal,33.7,58.3,Sunny,0,0,0,Monsoon,0,41,High,4.3,Italian,Low,Limited,199.3,School,177,24,High,28.5,51.4,No,Outdoor,Noisy
Saturday,19,1,Normal,27.5,76.5,Partly Cloudy,0,1,0,Summer,0,49,High,4.3,SouthIndian,Low,Full,147.9,Cinema,73,57,Low,26.9,62.7,Yes,Indoor,Overloaded
Friday,16,0,Normal,25.8,51.9,Overcast,0,1,0,Summer,1,32,Medium,4.7,FastFood,High,Available,74.7,None,79,58,Low,24.2,66.8,No,Indoor,Noisy
Friday,14,0,Normal,22.7,43.4,Cloudy,0,0,0,Monsoon,0,26,Medium,3.6,FastFood,Medium,Available,128.7,Mall,87,40,Low,25.1,46.4,Yes,Booth,Moderate
Friday,17,0,Rainy,24.8,76.3,Cloudy,0,0,0,Summer,0,43,High,3.9,SouthIndian,Medium,Available,16.2,Mall,151,31,Medium,23.4,40.6,Yes,Window,Overloaded
Wednesday,19,0,Cloudy,23.3,74.0,Overcast,1,0,0,Summer,1,42,High,3.5,Italian,Medium,Available,168.7,Mall,62,24,Medium,28.0,69.0,Yes,Outdoor,Noisy
Sunday,19,1,Hot,33.4,47.5,Overcast,0,0,1,Winter,1,41,High,4.4,Chinese,Medium,Available,70.2,None,88,37,Low,27.8,68.5,Yes,Indoor,Noisy
Thursday,10,0,Normal,31.7,57.9,Cloudy,0,0,0,Summer,0,20,Medium,4.5,Cafe,Low,Full,69.3,School,88,32,Low,28.0,31.5,Yes,Booth,Noisy
Friday,22,0,Normal,20.9,60.6,Partly Cloudy,0,0,0,Winter,0,45,High,3.6,Italian,Medium,Limited,166.2,Park,79,54,Low,28.1,56.8,Yes,Booth,Noisy
Sunday,14,1,Cloudy,34.9,53.8,Cloudy,0,0,0,Monsoon,1,33,Medium,4.6,Bakery,Medium,Limited,65.8,None,103,47,High,23.6,51.9,No,Booth,Moderate
Saturday,18,1,Normal,27.9,60.1,Overcast,1,0,0,Monsoon,1,44,High,4.7,FastFood,Low,Limited,173.1,None,90,56,Low,23.1,35.4,Yes,Indoor,Noisy
Friday,9,0,Rainy,31.5,69.8,Sunny,1,0,0,Winter,1,28,Medium,4.1,FastFood,Low,Available,20.4,Mall,80,34,High,30.0,69.2,Yes,Booth,Comfortable
Thursday,21,0,Normal,35.0,80.9,Partly Cloudy,0,0,0,Summer,0,44,High,4.1,SouthIndian,Medium,Available,67.0,Cinema,167,58,Low,27.0,30.3,Yes,Window,Overloaded
Sunday,15,1,Normal,34.6,78.4,Cloudy,0,0,0,Monsoon,0,30,Medium,4.7,Chinese,Low,Limited,193.2,Mall,154,44,High,23.9,35.7,No,Booth,Noisy
Friday,17,0,Normal,21.5,66.8,Cloudy,0,0,0,Summer,1,31,Medium,4.8,Cafe,Low,Available,36.0,Cinema,169,13,Medium,23.1,46.8,No,Outdoor,Moderate
Thursday,14,0,Hot,29.9,40.0,Sunny,1,0,0,Monsoon,1,30,Medium,4.8,Cafe,Low,Full,59.1,School,85,39,High,23.1,46.9,No,Window,Noisy
Tuesday,12,0,Rainy,24.0,60.8,Sunny,0,0,0,Summer,1,31,Medium,3.6,Chinese,High,Available,82.1,Cinema,63,45,Low,25.2,67.3,No,Indoor,Noisy
Saturday,8,1,Normal,32.2,56.8,Partly Cloudy,0,0,0,Summer,0,28,Medium,4.3,Cafe,Medium,Limited,39.1,Cinema,79,32,Medium,29.9,50.4,Yes,Window,Moderate
Sunday,19,1,Rainy,33.8,40.7,Partly Cloudy,0,0,0,Summer,1,50,High,4.6,Chinese,High,Available,74.6,None,72,50,Low,23.7,34.1,No,Outdoor,Overloaded
Thursday,13,0,Normal,20.8,86.9,Cloudy,1,0,1,Winter,0,34,Medium,4.6,Chinese,Low,Available,88.3,Mall,79,20,Low,29.0,55.4,Yes,Window,Noisy
Thursday,11,0,Rainy,34.9,69.6,Cloudy,0,0,0,Winter,0,29,Medium,3.5,SouthIndian,Low,Available,24.1,School,78,33,High,23.8,57.1,No,Booth,Moderate
Wednesday,15,0,Rainy,23.3,88.1,Overcast,0,0,0,Monsoon,1,38,Medium,4.6,Italian,Medium,Limited,110.9,School,147,26,High,23.8,48.1,Yes,Window,Noisy
Sunday,15,1,Normal,32.7,74.2,Cloudy,0,0,0,Summer,1,34,Medium,4.3,SouthIndian,Low,Available,24.3,Cinema,153,42,High,24.0,51.2,Yes,Indoor,Moderate
Tuesday,11,0,Normal,32.0,59.0,Sunny,0,0,0,Winter,0,28,Medium,4.9,SouthIndian,Low,Limited,68.6,Office,76,21,Medium,25.7,53.2,No,Outdoor,Moderate
Sunday,21,1,Hot,25.3,51.5,Partly Cloudy,1,0,0,Winter,0,44,High,3.6,Cafe,Low,Available,67.0,Mall,83,29,High,22.5,53.7,Yes,Window,Noisy
Saturday,13,1,Cloudy,32.6,43.1,Cloudy,0,0,0,Summer,1,34,Medium,4.4,SouthIndian,Low,Limited,14.3,None,96,18,Medium,27.5,61.8,No,Outdoor,Moderate
Wednesday,9,0,Normal,32.7,59.3,Partly Cloudy,0,0,0,Summer,0,19,Low,4.1,Bakery,Medium,Limited,196.4,Park,60,17,Low,27.4,67.1,Yes,Indoor,Calm
Sunday,18,1,Normal,22.6,33.8,Cloudy,0,0,0,Summer,1,39,Medium,4.7,Chinese,High,Available,72.3,School,80,52,Low,25.4,53.0,No,Outdoor,Noisy
Sunday,13,1,Hot,28.9,52.2,Sunny,0,0,0,Summer,0,29,Medium,4.8,Italian,Low,Available,145.2,Cinema,58,45,Low,25.7,53.0,No,Booth,Moderate
Friday,16,0,Normal,32.1,32.6,Overcast,0,0,0,Monsoon,0,27,Medium,4.7,Cafe,Low,Limited,175.2,Office,164,54,Low,29.5,31.8,No,Window,Moderate
Thursday,22,0,Rainy,30.5,42.4,Overcast,0,0,0,Winter,1,44,High,4.1,Chinese,Low,Available,187.0,Park,84,58,Low,22.1,49.8,Yes,Booth,Overloaded
Saturday,18,1,Normal,33.7,84.5,Partly Cloudy,1,0,0,Monsoon,1,41,High,4.6,Italian,Low,Available,124.6,Cinema,137,24,Medium,28.8,40.4,Yes,Indoor,Overloaded
Tuesday,13,0,Rainy,20.4,51.7,Sunny,0,0,0,Monsoon,0,36,Medium,4.0,Chinese,High,Available,171.8,None,185,42,Medium,23.1,60.2,No,Indoor,Noisy
Wednesday,8,0,Rainy,30.5,58.2,Sunny,0,1,0,Monsoon,0,32,Medium,4.2,Italian,Medium,Available,78.9,Cinema,162,30,Medium,25.8,66.7,Yes,Indoor,Moderate
Thursday,14,0,Rainy,34.2,57.3,Sunny,0,0,0,Winter,0,39,Medium,3.6,Chinese,Low,Full,28.1,Cinema,113,26,Low,26.9,64.4,Yes,Booth,Noisy
Monday,12,0,Normal,28.5,32.8,Cloudy,0,0,0,Monsoon,0,28,Medium,5.0,Cafe,Medium,Available,60.2,None,100,33,Low,28.0,55.1,No,Booth,Moderate
Saturday,11,1,Normal,28.4,88.8,Overcast,0,0,0,Winter,0,31,Medium,4.4,SouthIndian,Medium,Available,73.4,Park,104,58,High,24.5,57.7,Yes,Booth,Noisy
Wednesday,9,0,Rainy,22.8,49.4,Sunny,0,0,1,Monsoon,1,30,Medium,4.1,SouthIndian,Low,Limited,178.8,Cinema,59,27,Low,29.2,30.1,Yes,Outdoor,Moderate
Tuesday,21,0,Normal,34.8,72.2,Cloudy,0,0,1,Winter,0,47,High,4.1,Chinese,Medium,Available,44.7,Cinema,125,13,Medium,22.5,36.9,Yes,Outdoor,Noisy
Wednesday,21,0,Normal,33.2,61.3,Partly Cloudy,0,0,1,Monsoon,0,45,High,3.8,Cafe,High,Available,50.3,Park,196,12,High,24.2,50.2,Yes,Indoor,Overloaded
Wednesday,15,0,Rainy,27.4,79.8,Cloudy,0,1,0,Monsoon,1,42,High,4.1,Bakery,Low,Limited,162.1,None,99,53,Medium,25.0,60.5,Yes,Booth,Overloaded
Wednesday,9,0,Normal,24.6,80.1,Cloudy,0,0,0,Monsoon,1,21,Medium,3.9,SouthIndian,Low,Available,54.0,School,160,37,Medium,22.4,41.1,Yes,Window,Noisy
Friday,18,0,Rainy,27.4,45.8,Sunny,1,0,0,Monsoon,0,49,High,3.9,Chinese,Low,Available,62.5,Cinema,147,26,Medium,29.5,54.5,No,Indoor,Overloaded
Monday,11,0,Hot,21.4,62.7,Partly Cloudy,1,1,0,Summer,0,34,Medium,4.6,Cafe,High,Available,169.9,None,136,29,High,23.4,48.2,Yes,Outdoor,Noisy
Tuesday,18,0,Normal,23.5,40.4,Overcast,0,0,0,Monsoon,0,31,Medium,4.3,Bakery,Medium,Available,114.5,Cinema,103,51,High,23.8,40.8,Yes,Booth,Comfortable
Tuesday,18,0,Rainy,23.3,69.2,Partly Cloudy,0,0,0,Monsoon,0,45,High,4.1,SouthIndian,Low,Limited,112.8,Cinema,187,33,High,26.7,42.8,No,Indoor,Overloaded
Tuesday,17,0,Normal,27.9,51.9,Partly Cloudy,1,0,1,Winter,1,42,High,5.0,Chinese,Low,Available,173.3,None,53,28,Medium,28.2,68.4,Yes,Outdoor,Noisy
Thursday,8,0,Normal,20.0,69.2,Partly Cloudy,0,0,0,Monsoon,0,16,Low,4.6,Italian,Low,Available,164.2,None,95,51,Medium,28.5,34.5,No,Indoor,Calm
Saturday,8,1,Normal,33.8,80.1,Partly Cloudy,0,0,0,Winter,0,28,Medium,4.9,Chinese,High,Full,114.3,None,166,39,High,23.4,58.3,No,Outdoor,Overloaded
Tuesday,20,0,Hot,23.0,61.0,Sunny,0,1,0,Winter,0,44,High,4.6,Chinese,Medium,Available,119.7,None,127,31,Low,22.2,63.2,No,Window,Noisy
Saturday,13,1,Hot,22.0,52.6,Cloudy,0,0,0,Winter,1,31,Medium,4.6,SouthIndian,High,Available,141.2,Park,183,57,Low,24.2,60.7,Yes,Indoor,Noisy
Tuesday,11,0,Normal,30.8,84.4,Overcast,1,0,0,Monsoon,0,34,Medium,4.2,SouthIndian,High,Available,66.5,Mall,76,19,Low,29.3,51.5,Yes,Outdoor,Overloaded
Monday,10,0,Hot,33.8,61.0,Overcast,1,0,1,Summer,1,36,Medium,4.4,Cafe,Low,Limited,114.9,Cinema,88,22,High,28.3,65.7,No,Booth,Moderate
Thursday,20,0,Hot,32.7,51.2,Cloudy,0,0,0,Monsoon,0,35,Medium,3.5,Cafe,Medium,Available,66.5,School,122,14,High,22.4,35.4,Yes,Outdoor,Moderate
Thursday,17,0,Rainy,24.9,82.1,Overcast,0,0,0,Winter,0,36,Medium,4.7,FastFood,Low,Available,180.1,Office,95,17,High,26.3,49.6,Yes,Outdoor,Noisy
Wednesday,11,0,Normal,20.3,59.2,Partly Cloudy,0,0,0,Winter,1,19,Low,4.2,Bakery,Low,Available,152.9,Cinema,75,18,Medium,25.7,48.1,No,Booth,Calm
Friday,9,0,Normal,28.8,58.9,Sunny,1,0,0,Winter,0,29,Medium,4.2,Italian,Low,Available,17.7,School,73,22,Medium,29.6,65.5,No,Indoor,Moderate
Thursday,21,0,Normal,33.8,66.3,Partly Cloudy,1,0,0,Winter,1,47,High,3.7,Cafe,High,Available,184.6,Cinema,122,19,Low,28.4,30.9,Yes,Outdoor,Overloaded
Thursday,20,0,Overcast,31.6,60.1,Partly Cloudy,0,0,0,Summer,0,40,High,4.0,Chinese,High,Available,89.8,Park,55,55,Medium,28.5,68.7,Yes,Window,Overloaded
Monday,16,0,Cloudy,32.7,38.3,Sunny,1,0,1,Summer,1,46,High,3.7,FastFood,Medium,Limited,135.0,None,192,38,Low,28.4,62.2,Yes,Outdoor,Noisy
Tuesday,11,0,Normal,32.9,39.9,Overcast,1,0,0,Monsoon,1,29,Medium,4.4,Bakery,Medium,Available,61.1,Cinema,151,28,Low,29.3,68.4,No,Window,Moderate
Sunday,17,1,Cloudy,34.4,34.6,Sunny,0,1,0,Summer,0,48,High,3.6,SouthIndian,High,Available,19.9,Office,184,59,Low,22.1,69.4,Yes,Window,Overloaded
Thursday,11,0,Normal,25.6,68.6,Cloudy,1,0,0,Winter,1,32,Medium,4.3,Chinese,Medium,Available,23.1,Office,85,44,Medium,25.6,61.6,No,Window,Moderate
Thursday,21,0,Normal,34.1,42.7,Cloudy,0,0,0,Summer,0,40,High,3.8,Bakery,High,Available,190.3,School,136,49,High,23.3,60.3,Yes,Booth,Overloaded
Sunday,21,1,Hot,25.9,41.2,Cloudy,0,0,0,Monsoon,0,47,High,4.9,FastFood,Low,Available,121.8,Cinema,52,58,Low,23.3,63.6,No,Window,Noisy
Friday,11,0,Hot,21.5,51.7,Sunny,0,1,0,Monsoon,1,28,Medium,4.4,FastFood,Low,Limited,30.3,Mall,197,57,Low,28.4,62.8,Yes,Indoor,Moderate
Saturday,13,1,Overcast,24.5,73.0,Cloudy,0,0,0,Summer,0,33,Medium,3.6,SouthIndian,Medium,Limited,100.6,School,133,56,High,24.3,61.0,Yes,Window,Moderate
Monday,20,0,Rainy,22.0,37.1,Partly Cloudy,0,0,0,Summer,1,47,High,4.1,FastFood,Low,Available,99.2,Mall,84,41,Low,29.0,60.6,No,Booth,Overloaded
Sunday,10,1,Normal,22.4,43.8,Partly Cloudy,1,0,0,Winter,0,34,Medium,4.8,Bakery,Low,Available,78.6,Cinema,88,53,Medium,22.5,31.4,Yes,Booth,Moderate
Sunday,20,1,Overcast,34.2,78.7,Cloudy,1,0,0,Winter,0,50,High,4.3,Cafe,Medium,Available,113.0,School,123,49,Medium,28.5,42.2,Yes,Indoor,Overloaded
Friday,22,0,Normal,31.9,73.2,Cloudy,0,0,0,Winter,0,39,Medium,4.8,Bakery,High,Limited,60.2,Cinema,146,56,Medium,27.8,38.3,Yes,Booth,Noisy
Thursday,17,0,Cloudy,34.4,58.9,Cloudy,1,0,0,Monsoon,0,43,High,4.6,Chinese,High,Limited,122.3,Cinema,82,15,High,29.3,50.2,No,Booth,Overloaded
Thursday,8,0,Cloudy,29.7,58.7,Cloudy,0,0,0,Monsoon,0,18,Low,3.6,Chinese,Medium,Available,116.6,Office,54,38,Low,24.1,50.9,No,Outdoor,Calm
Monday,12,0,Normal,22.6,42.6,Sunny,0,1,1,Summer,1,33,Medium,4.2,Cafe,Low,Full,160.9,Office,99,38,Low,29.1,32.6,Yes,Outdoor,Noisy
Wednesday,21,0,Rainy,34.5,39.7,Sunny,0,0,0,Winter,0,45,High,4.1,SouthIndian,Low,Available,25.6,Office,143,59,Medium,25.7,49.7,No,Window,Overloaded
Wednesday,10,0,Rainy,30.4,80.0,Partly Cloudy,1,0,0,Summer,1,28,Medium,4.6,Chinese,Low,Available,42.0,Mall,139,35,Medium,28.2,51.9,No,Indoor,Noisy
Sunday,10,1,Rainy,33.9,31.3,Overcast,0,0,0,Summer,1,38,Medium,4.8,SouthIndian,Low,Available,133.2,Office,147,58,Medium,22.8,47.7,No,Indoor,Moderate
Thursday,16,0,Rainy,31.8,32.6,Partly Cloudy,0,0,0,Monsoon,0,37,Medium,3.6,FastFood,Medium,Available,118.1,Office,66,23,Low,29.3,59.9,Yes,Booth,Moderate
Sunday,12,1,Normal,23.3,64.4,Sunny,0,0,1,Winter,0,39,Medium,4.5,Bakery,High,Full,174.7,School,50,25,High,27.1,68.5,Yes,Booth,Overloaded
Sunday,20,1,Normal,28.8,39.7,Partly Cloudy,0,0,0,Summer,0,44,High,4.4,Bakery,Low,Available,129.9,Office,104,52,High,27.5,38.9,No,Window,Comfortable
Thursday,10,0,Rainy,22.6,67.8,Partly Cloudy,0,0,0,Monsoon,1,32,Medium,4.8,Bakery,Medium,Available,13.2,Park,195,28,Low,24.6,39.4,Yes,Indoor,Moderate
Friday,9,0,Rainy,24.6,32.4,Sunny,0,0,1,Winter,0,30,Medium,3.9,Chinese,High,Available,51.5,Park,138,51,Low,24.1,46.2,No,Indoor,Noisy
Saturday,18,1,Hot,30.3,64.3,Overcast,0,0,0,Winter,1,37,Medium,3.8,SouthIndian,High,Limited,144.6,Cinema,82,51,Medium,22.8,60.4,No,Booth,Noisy
Saturday,21,1,Normal,21.9,33.4,Sunny,0,1,0,Winter,0,51,High,4.3,Bakery,High,Limited,42.2,Cinema,199,53,Low,28.3,48.0,No,Indoor,Overloaded
Friday,8,0,Normal,30.9,45.5,Partly Cloudy,0,0,0,Monsoon,0,21,Medium,4.2,SouthIndian,High,Full,191.9,Mall,177,57,Low,26.8,63.2,Yes,Window,Overloaded
Sunday,10,1,Normal,34.2,40.8,Sunny,1,0,0,Winter,0,35,Medium,4.2,Chinese,Medium,Available,174.1,Park,54,20,Medium,28.9,33.8,Yes,Indoor,Moderate
Friday,8,0,Normal,34.2,87.5,Overcast,1,0,0,Summer,0,24,Medium,4.9,Bakery,Low,Limited,106.8,Cinema,74,41,Low,29.4,58.7,Yes,Booth,Noisy
Tuesday,13,0,Rainy,25.9,66.0,Overcast,0,0,0,Monsoon,0,35,Medium,3.9,Italian,Low,Available,198.0,None,108,20,Low,22.4,54.2,Yes,Outdoor,Moderate
Thursday,20,0,Rainy,34.9,63.8,Sunny,0,0,1,Winter,1,46,High,4.2,Bakery,Low,Full,11.0,Mall,166,11,High,24.9,54.9,No,Outdoor,Overloaded
Tuesday,20,0,Rainy,34.5,31.1,Sunny,0,0,0,Monsoon,0,39,Medium,4.2,Italian,Medium,Available,109.4,Cinema,80,22,High,26.3,34.5,No,Window,Noisy
